0	1	2	3	4	5	6	7
Pbx1/2/3/4.20	4	1	4	0	0	0	2	0
Lhx3/4.10	3	2	6	3	2	6	1	1
Myf5	1	0	0	0	0	0	0	0
Sox13/5/6	2	6	10	5	3	13	4	1
Scrt1/2.2	7	3	4	2	2	1	1	0
Bach1	2	3	4	1	2	4	1	0
Zfp819	1	0	2	3	1	4	2	1
Med7	6	7	4	9	9	7	2	0
Sp1/3/4/5	9	6	13	15	6	13	7	1
Hand/1/2	1	1	4	1	1	2	2	0
Irf1/10/2/5.1	2	0	2	1	2	4	0	0
Tefb.12	9	5	13	1	8	11	8	2
E2F7/8.2	1	2	4	3	2	6	2	1
Gmeb1/2.12	5	2	4	3	3	4	2	0
Elf2.21	3	1	0	1	0	1	1	0
Tead1/3/4.2	0	0	0	0	0	2	2	0
Cdx1/2/4.3	3	2	5	2	3	1	2	0
Snapc1	0	2	4	0	1	1	0	0
Hoxa10/3/9	1	1	1	0	1	2	0	0
Tfap4.4	1	2	2	0	1	1	1	0
Alx1/3	1	1	2	0	0	0	0	0
Smad1/5/9.2	3	2	4	3	1	2	1	0
Gabpa	1	1	2	3	1	3	2	0
Nr1h4/5	1	3	1	2	0	2	0	0
Celf1/2	1	1	1	1	1	6	2	0
Hoxa5/6/7	2	3	2	2	1	4	1	0
Msx1/2/3.3	2	1	5	0	2	1	2	0
Nr1h2/3.3	1	0	2	0	1	1	0	0
Myf5/6.1	0	1	2	1	2	1	2	1
E2F/1/2/3.1	0	1	4	0	0	4	0	0
Cr855307.2	0	1	6	2	1	3	1	1
Creb3l1/2.9	8	4	9	5	4	8	8	0
Pabpc1/2/3/4/6	3	1	3	1	4	3	0	0
Myf5/6.2	1	1	2	1	0	1	3	0
Rbpj.11	1	1	6	2	3	7	2	0
Pou4f1/2/3	2	1	3	0	3	0	1	0
Foxf1/2.1	12	17	18	7	14	16	8	1
Ssrp/1.1	1	1	4	1	2	1	4	0
SI:DKEY-154P10.3	0	2	2	1	0	1	0	0
Six4.25	2	1	3	1	0	2	1	1
Bhlha15.1	2	3	0	2	1	0	0	0
Irf3	2	2	6	2	0	1	1	0
Zkscan1/14/17/2/3/6	1	0	3	3	1	2	1	0
Caup;Irx-C.23	88	86	146	57	77	120	66	15
Usf1/2.17	13	10	13	6	16	14	9	0
Yy1/2	3	1	5	3	2	3	3	0
Crol	0	1	1	2	1	2	2	0
Zfhx2/3/4	0	1	1	0	0	0	0	0
Rorb.10	2	1	4	0	1	3	0	0
P53	0	1	1	2	1	3	0	0
Atf4b1/2	94	59	91	31	57	82	65	5
Foxs1	3	1	5	2	2	6	3	0
Foxn2/3	38	33	58	29	33	64	33	3
Met31/32	0	1	4	2	1	3	1	0
Six1/2.3	2	1	3	1	0	2	1	1
Hes1/4/5.5	4	4	8	5	9	8	9	1
Bsh_chick	2	2	1	1	1	2	1	0
Batf/3	11	8	12	7	7	6	7	0
Tcf12/3/4.13	2	1	2	0	0	0	0	0
Hnf4a.22	3	2	1	1	2	4	1	0
Msgn1	0	1	3	0	1	0	1	0
Tbx2/3.3	0	1	1	0	0	2	1	0
Barx1/2.21	2	0	1	2	1	4	0	0
Nf1.2	2	3	6	0	1	1	0	0
Isl1/2.23	2	3	3	2	3	3	2	0
Gata2/3.101	4	1	7	1	1	2	5	0
Fli1	2	0	2	1	0	3	1	0
Pou2f1/2/3.16	2	2	3	0	1	1	1	1
Rfx/1/4.1	2	0	2	2	2	2	2	1
Bcl6	2	1	2	0	0	3	2	0
Elf1/2.1	3	1	4	2	4	3	2	1
Cic.1	1	1	6	0	1	1	2	0
Pax7.4	1	0	1	0	0	0	1	0
Ehf.7	2	1	3	1	1	1	0	0
Prox1	0	0	0	0	0	0	1	0
Gsc.2	4	3	14	2	2	13	6	0
Rif1	0	0	1	0	0	1	1	0
Camta/1/2	3	1	2	1	2	3	2	0
Xbp1	6	4	5	5	6	3	5	1
Erf.1	3	1	4	2	4	3	2	1
Fli1.2	2	0	1	1	0	3	1	0
Ci-Hsf	1	0	1	0	2	1	0	0
Otx1/2/5.1	1	0	4	0	3	2	0	1
Nfya.6	41	31	73	18	27	55	26	4
Foxn1.1	4	4	11	2	4	12	1	0
Tcf7.76	0	2	2	1	0	0	0	0
Twistnb	1	4	0	1	0	1	0	0
Foxm1.1	5	4	11	3	3	6	3	0
Salm	3	1	3	1	1	2	1	0
Rx1/2/3.1	0	2	1	0	3	2	4	0
Emx1/2.1	3	4	7	3	5	8	5	1
Max	9	5	8	1	10	8	8	0
Toe1;Egr1/4	3	3	6	1	3	10	1	0
Znf367	10	0	12	12	6	7	5	0
Nkx6-1/2/3.15	3	2	6	3	2	6	1	1
Nfic.20	2	2	4	3	1	3	1	0
Cir1	10	11	13	3	13	12	15	0
Foxg1.2	14	13	25	15	11	25	11	1
Tcp1	1	0	2	1	1	1	1	0
Jun.19	86	50	81	36	54	70	58	3
Znf410.1	4	1	10	6	4	6	1	0
Arnt/2.30	14	22	19	6	13	15	10	0
Nfil3.2	1	2	3	0	5	4	3	0
Foxe1/3	10	9	21	12	7	17	11	2
Glis1/3	11	0	13	13	7	6	4	0
Klf5	3	2	5	2	3	1	2	0
Dmrta1/2.2	1	1	4	0	0	1	1	0
Rfx/1/2/3.8	4	0	1	1	1	2	0	0
Nrf1	5	3	7	5	2	4	4	0
Pitx1/2/3.4	4	4	6	0	2	5	0	1
Met31/32.1	1	2	0	3	3	0	2	0
Onecut/1/2/3	1	0	1	1	0	2	0	0
Nr5a1/2/5.40	2	1	5	1	1	3	2	0
Zic1/3/4/5/6.4	0	4	7	4	3	5	0	1
Zic1/3/4/5/6	1	3	3	1	0	2	2	1
Zic1/3/4/5/6.1	4	1	1	1	2	1	1	0
KH.L149.36	4	3	5	0	3	3	0	1
Smad4	1	0	0	2	1	2	0	1
Hlh-4.5	0	1	1	2	1	0	1	0
KH.C6.110	1	0	2	1	0	2	0	0
Kdm2b	2	0	6	2	1	4	3	0
E2F2/4/5	1	3	6	1	1	6	2	0
Spib	0	0	3	2	1	7	0	0
Tcf7l1/2.41	0	0	0	0	0	0	0	0
Gata4/5/6.1	6	3	6	2	3	2	9	0
Foxo/1/3/4/6.2	10	8	13	7	6	12	6	1
Ci-Pax2/5/8	6	3	6	6	5	5	5	0
Tfap2c.41	4	3	9	1	3	4	5	0
Zbtb17/24/41/48/49	1	0	1	3	1	1	1	0
Dlx1.65	3	2	6	3	2	6	1	1
Lab	1	3	3	0	2	2	0	0
Nfkb1/2	6	3	5	2	4	6	5	1
Ci-eag/Hcn/cng-diverged_3	1	1	2	1	3	2	3	0
Gli1/2/3.6	6	0	6	3	4	6	2	0
Foxp1/2/4.7	2	5	12	5	8	9	2	0
Atf2/7.5	99	59	97	38	64	82	64	7
Eng1b.107	0	3	7	2	3	2	3	0
Tbx1/10.2	3	0	2	1	0	0	0	0
Sox11/12/4	2	1	2	0	0	3	0	0
Hoxa10/4/7	4	5	3	3	2	3	1	0
Hoxc13.1	2	0	4	0	0	2	0	0
Dlx2/3/5	0	1	1	0	0	1	0	0
Zip-3	83	52	71	28	50	70	51	4
Sox15/17/18	2	3	5	0	1	2	2	0
Gsx1/2	0	0	0	0	0	1	0	0
Ik	1	1	1	1	1	2	0	0
En1/2	0	1	2	0	0	1	0	0
Nr2f1/2/5.18	1	2	4	1	3	6	0	0
Hand1/2	1	2	2	1	1	0	3	0
Dmrt2/3.23	2	1	1	2	1	2	2	0
Rest	2	4	7	1	2	2	2	0
Cr848757.1	2	3	3	0	2	2	2	1
Nr2c1/2.6	1	1	2	0	1	2	1	0
F1Nm26_chick.3	3	3	6	3	2	6	1	0
Ctcf	5	2	4	2	5	2	2	1
Elk1/3/4.2	2	1	2	2	1	2	3	0
Xbp1.2	4	5	6	5	7	6	6	1
Foxd1/2/3/5	6	3	6	5	1	8	3	0
Foxd4l1/2/3/4/5/6.54	2	1	2	1	0	0	1	0
Foxl1.1	8	24	29	8	4	26	9	5
Foxi1/3.1	2	2	4	2	2	2	3	0
Foxi1/3	13	14	19	11	4	17	9	2
Foxi1/2.1	7	5	14	4	4	15	3	1
Nkx2-3.4	0	1	4	0	1	4	0	0
Hmx1/3.15	0	0	3	0	0	4	1	0
Ppara.5	2	1	5	1	1	3	2	0
Pax6.1	3	6	3	1	2	3	2	0
Tbx1/15/18/22	2	1	0	0	1	1	1	0
Abi3bp	0	2	1	1	2	1	0	0
Klf12/3/8.4	3	1	1	0	0	2	0	0
Lhx2/9.4	0	2	1	0	3	2	4	0
Rxrg.18	3	2	1	1	2	4	1	0
Lmx1a.5	3	2	6	3	2	6	1	1
Lmx1a	0	0	1	0	0	1	0	0
Foxh1	1	1	3	1	1	2	1	0
Rarg.26	0	1	3	0	2	5	0	0
KH.C9.626	1	1	1	1	0	4	2	0
Srebf1/2.6	5	2	6	0	1	6	2	0
Nr4a3.2	1	3	4	0	0	6	4	0
