0	1	2	3	4	5	6	7
Six3/4/6.15	103	83	115	57	55	91	262	8
KH.C10.150.10	3	5	9	2	2	2	9	0
KH.C10.113.173	2	4	7	2	4	2	37	1
Hoxc4/5.1	9	17	11	9	8	8	26	1
Vdr	3	2	8	2	1	2	22	0
Sf1	0	1	5	1	5	2	16	0
Creb3l3	9	5	13	6	6	13	26	4
KH.C10.106.5	13	16	13	10	12	18	18	0
KH.C10.174.45	89	87	133	65	53	86	325	8
Ap1s1/2	9	7	16	5	6	10	12	0
Rbfox1/2/3	6	6	7	0	3	3	13	1
Nkx2-1/4.18	141	143	190	95	89	146	283	9
Rel	14	14	7	12	8	14	18	0
Ets1/2.1	4	3	2	3	2	8	16	0
Gm10391	7	5	17	4	10	12	28	0
Fosl1/2	9	7	15	5	6	10	14	0
Thrb	2	1	8	0	1	3	10	1
Cog1	13	11	4	11	6	13	11	1
Phox2b.2	6	3	10	1	2	7	10	1
Foxn1	19	14	23	7	5	16	22	1
Lhx1/5	7	7	10	3	4	7	9	1
Srf	6	2	13	3	1	6	10	1
Arid3b	4	13	24	8	6	12	10	1
Irf4/5	8	5	7	1	4	8	20	0
Foxa1/2/3.2	7	13	27	8	8	15	25	1
Esrrb.1	1	5	4	2	1	3	4	1
Doc1/2/3	9	2	6	5	0	2	14	0
Doc1/2/3.1	5	5	3	3	2	4	13	1
Aspdh	5	9	8	4	2	4	9	1
Sox10/15/8/9.6	13	6	11	4	5	10	34	1
Zbtb44	4	7	12	4	1	3	11	3
Uncx	7	11	26	8	7	16	16	1
Pknox1/2.1	3	2	6	3	2	2	16	0
Mycbp	13	3	9	1	6	8	22	0
Irf10/4/8.1	7	4	2	0	6	7	26	0
Foxl1	37	41	72	37	24	33	61	1
Nub.2	0	1	7	0	1	5	8	0
Pou2f1/2.6	4	1	1	1	1	1	11	0
Far1/2	3	5	8	1	2	3	6	0
Maf.28	4	5	8	2	2	8	18	1
Mafg/1/2.5	2	6	10	1	2	10	23	1
Tbx19.13	5	1	2	5	0	1	10	0
Hnf1a.6	9	8	11	2	7	5	25	1
KH.C12.695.2	1	0	0	0	0	1	5	0
Smad2/3.1	3	6	4	3	2	3	8	0
Foxk1/2.2	19	9	24	9	9	12	29	1
Rbpj.12	6	3	6	4	1	2	20	1
Runx1/2/3.13	8	2	6	8	2	4	14	0
Ahr.2	2	4	6	4	2	9	7	0
Hoxd12/9	6	5	12	11	6	7	16	0
Hcm1.6	29	36	43	17	17	34	40	6
Rfx4/6	3	3	8	2	0	10	14	0
Egr1/2/3/4	3	7	8	2	1	8	15	0
Nr1d1/2.140	2	5	4	3	1	2	16	1
Klf6/7	0	2	6	1	2	3	10	1
Sp1/2/3/4/5/6/7/8/9	1	2	5	2	1	2	10	0
Pbx1/2/3/4.20	6	3	5	4	3	3	12	0
Lhx3/4.10	27	25	47	13	13	28	49	4
Myf5	4	1	2	0	0	0	17	1
Sox13/5/6	25	29	43	25	25	30	44	0
Scrt1/2.2	5	1	5	1	1	1	5	0
Bach1	8	6	8	5	6	8	11	0
Zfp819	5	5	10	6	2	5	19	0
Med7	3	5	4	8	6	7	13	0
Sp1/3/4/5	10	4	6	16	4	7	27	1
Hand/1/2	2	2	4	0	1	7	20	0
Irf1/10/2/5.1	13	6	7	2	6	11	24	0
Tefb.12	15	12	20	11	11	18	23	4
E2F7/8.2	6	7	11	5	10	9	11	0
Gmeb1/2.12	6	2	5	3	1	6	16	1
Elf2.21	3	4	2	1	0	3	10	0
Tead1/3/4.2	1	0	3	0	1	5	17	0
Cdx1/2/4.3	4	15	9	6	7	7	21	0
Snapc1	4	3	5	2	1	7	24	0
Hoxa10/3/9	6	2	4	5	3	6	11	0
Tfap4.4	0	1	0	1	0	1	2	0
Alx1/3	10	21	37	13	10	18	38	1
Smad1/5/9.2	2	4	4	3	0	2	11	0
Gabpa	2	1	5	3	1	5	11	0
Nr1h4/5	5	1	5	1	1	2	13	0
Celf1/2	4	1	5	2	1	8	16	0
Hoxa5/6/7	11	12	18	6	8	13	29	0
Msx1/2/3.3	2	6	16	1	5	3	13	2
Nr1h2/3.3	2	0	4	0	1	0	5	1
Myf5/6.1	14	8	8	5	8	9	71	2
E2F/1/2/3.1	6	6	10	4	4	4	9	0
Cr855307.2	6	6	9	0	2	4	9	1
Creb3l1/2.9	14	11	7	11	1	11	28	2
Pabpc1/2/3/4/6	8	7	9	5	5	6	12	0
Myf5/6.2	13	7	11	5	7	12	94	1
Rbpj.11	5	2	11	4	2	11	26	1
Pou4f1/2/3	5	3	5	2	7	2	23	0
Foxf1/2.1	19	32	30	12	17	27	36	1
Ssrp/1.1	11	11	11	5	8	9	16	1
SI:DKEY-154P10.3	4	6	7	5	3	5	14	0
Six4.25	16	14	18	6	3	14	40	1
Bhlha15.1	5	4	0	7	1	2	8	1
Irf3	10	11	16	5	4	10	26	0
Zkscan1/14/17/2/3/6	1	0	4	2	1	1	18	0
Caup;Irx-C.23	265	285	370	190	208	284	711	26
Usf1/2.17	17	15	14	9	12	17	24	1
Yy1/2	2	6	7	3	4	3	35	0
Crol	22	27	33	18	20	27	24	0
Zfhx2/3/4	6	15	26	11	6	18	18	1
Rorb.10	2	4	4	1	1	4	5	0
P53	1	3	2	2	1	4	9	0
Atf4b1/2	93	53	98	21	38	75	134	8
Foxs1	22	21	21	18	17	19	18	2
Foxn2/3	96	82	134	60	62	104	287	11
Met31/32	9	10	7	4	7	8	26	0
Six1/2.3	16	14	18	6	3	14	40	1
Hes1/4/5.5	6	8	6	6	3	10	15	1
Bsh_chick	17	22	30	7	11	18	34	3
Batf/3	8	7	14	6	4	7	11	1
Tcf12/3/4.13	2	0	2	2	1	0	9	0
Hnf4a.22	3	3	2	0	2	4	7	0
Msgn1	7	6	10	6	5	4	24	0
Tbx2/3.3	7	2	3	3	2	4	7	0
Barx1/2.21	4	5	4	4	6	8	12	0
Nf1.2	3	5	7	3	6	4	17	0
Isl1/2.23	8	3	10	2	6	5	27	0
Gata2/3.101	4	2	7	3	2	3	7	0
Fli1	5	3	3	1	2	5	15	0
Pou2f1/2/3.16	5	11	6	6	3	5	10	1
Rfx/1/4.1	3	6	3	3	6	3	19	0
Bcl6	6	4	4	1	2	1	17	0
Elf1/2.1	6	1	4	2	2	2	11	1
Cic.1	10	9	19	3	4	11	32	0
Pax7.4	5	4	7	3	2	5	13	0
Ehf.7	3	0	6	3	3	4	12	0
Prox1	1	1	3	1	1	0	7	0
Gsc.2	10	11	22	6	10	19	40	1
Rif1	2	0	1	1	0	1	4	0
Camta/1/2	2	2	6	3	5	4	7	0
Xbp1	13	5	13	8	5	6	19	2
Erf.1	6	1	4	2	2	2	11	1
Fli1.2	5	5	3	4	2	7	14	0
Ci-Hsf	1	4	4	4	4	6	19	0
Otx1/2/5.1	1	1	8	0	4	2	5	0
Nfya.6	115	98	164	68	73	108	340	6
Foxn1.1	18	24	35	10	6	16	42	4
Tcf7.76	1	1	11	5	2	2	16	0
Twistnb	3	4	2	3	2	5	27	0
Foxm1.1	12	7	18	7	8	12	30	0
Salm	20	11	29	15	8	12	29	3
Rx1/2/3.1	10	4	15	7	13	8	20	1
Emx1/2.1	37	29	62	20	26	36	69	5
Max	14	7	14	1	11	14	25	0
Toe1;Egr1/4	4	2	7	1	3	8	10	1
Znf367	8	4	10	11	6	4	22	0
Nkx6-1/2/3.15	27	25	47	13	13	28	49	4
Nfic.20	5	8	9	1	2	4	20	0
Cir1	16	16	12	9	13	14	23	0
Foxg1.2	19	25	40	14	15	34	51	3
Tcp1	1	0	4	0	1	2	3	0
Jun.19	86	45	90	23	36	61	126	6
Znf410.1	2	1	9	4	4	5	18	0
Arnt/2.30	17	20	21	13	10	12	26	0
Nfil3.2	5	5	11	3	7	4	11	0
Foxe1/3	25	20	31	16	16	29	47	3
Glis1/3	7	2	12	11	6	4	21	0
Klf5	3	3	12	2	3	2	18	1
Dmrta1/2.2	2	0	5	1	2	2	10	1
Rfx/1/2/3.8	8	1	5	2	4	3	17	0
Nrf1	6	6	8	4	2	4	21	0
Pitx1/2/3.4	4	6	11	2	6	6	10	0
Met31/32.1	5	5	5	2	5	2	12	1
Onecut/1/2/3	5	2	4	1	0	2	6	0
Nr5a1/2/5.40	5	5	7	2	1	4	6	1
Zic1/3/4/5/6.4	2	3	8	5	1	3	9	1
Zic1/3/4/5/6	2	2	3	3	2	3	12	2
Zic1/3/4/5/6.1	8	1	3	1	2	2	8	0
KH.L149.36	10	6	18	3	7	12	14	5
Smad4	3	0	2	2	2	4	6	1
Hlh-4.5	5	3	5	7	3	6	16	0
KH.C6.110	2	0	6	3	1	3	11	0
Kdm2b	2	5	7	1	0	4	12	0
E2F2/4/5	10	7	13	4	7	4	14	0
Spib	8	4	5	4	2	10	13	0
Tcf7l1/2.41	1	0	0	0	1	0	5	0
Gata4/5/6.1	5	3	6	1	2	3	10	0
Foxo/1/3/4/6.2	9	19	23	8	9	22	27	3
Ci-Pax2/5/8	12	6	10	7	4	8	25	0
Tfap2c.41	2	3	6	2	3	3	8	1
Zbtb17/24/41/48/49	4	2	4	1	1	3	13	0
Dlx1.65	27	25	47	13	13	28	49	4
Lab	3	1	6	3	3	2	11	0
Nfkb1/2	27	22	6	20	14	17	14	1
Ci-eag/Hcn/cng-diverged_3	8	2	7	3	6	4	11	0
Gli1/2/3.6	6	0	9	4	2	4	24	0
Foxp1/2/4.7	5	15	21	4	6	13	18	1
Atf2/7.5	98	61	110	28	40	75	146	9
Eng1b.107	11	9	16	5	5	13	23	0
Tbx1/10.2	7	5	7	4	1	3	13	1
Sox11/12/4	7	2	9	5	6	6	11	2
Hoxa10/4/7	12	21	7	15	11	11	22	0
Hoxc13.1	2	2	8	4	2	6	8	0
Dlx2/3/5	8	1	5	2	10	8	15	1
Zip-3	88	46	85	18	33	65	123	8
Sox15/17/18	7	3	10	3	1	7	29	0
Gsx1/2	4	15	21	6	7	12	12	1
Ik	4	6	2	3	1	5	13	1
En1/2	6	9	14	5	6	11	9	1
Nr2f1/2/5.18	2	0	5	2	2	4	10	1
Hand1/2	19	9	14	9	11	12	82	1
Dmrt2/3.23	3	1	5	2	3	3	4	0
Rest	4	2	9	3	2	3	22	0
Cr848757.1	4	13	15	4	8	8	14	2
Nr2c1/2.6	2	2	3	1	0	2	8	1
F1Nm26_chick.3	10	13	27	8	10	17	21	3
Ctcf	3	1	5	3	6	1	15	1
Elk1/3/4.2	4	0	2	2	3	3	9	0
Xbp1.2	10	3	13	7	4	9	20	3
Foxd1/2/3/5	46	67	42	39	18	27	57	2
Foxd4l1/2/3/4/5/6.54	6	1	5	2	1	0	17	1
Foxl1.1	46	40	83	26	28	38	55	5
Foxi1/3.1	3	1	7	2	4	3	15	0
Foxi1/3	38	25	46	17	17	33	45	4
Foxi1/2.1	14	26	30	11	15	23	26	3
Nkx2-3.4	11	3	16	5	4	7	24	2
Hmx1/3.15	9	5	15	6	3	8	34	2
Ppara.5	5	5	7	2	1	4	6	1
Pax6.1	3	6	4	1	2	4	13	0
Tbx1/15/18/22	12	5	2	1	2	0	18	0
Abi3bp	0	2	5	1	1	1	18	0
Klf12/3/8.4	5	2	3	2	2	3	15	0
Lhx2/9.4	10	4	15	7	13	8	20	1
Rxrg.18	3	3	4	2	2	3	8	0
Lmx1a.5	27	25	47	13	13	28	49	4
Lmx1a	8	9	17	5	6	10	13	1
Foxh1	6	4	8	6	5	6	13	0
Rarg.26	0	2	3	0	0	6	15	0
KH.C9.626	3	2	2	0	2	4	6	1
Srebf1/2.6	9	0	8	1	5	8	20	0
Nr4a3.2	4	2	7	4	3	7	15	0
